"Year"|"Event Name"|"Order Type"|"Order Type Code"|"Announcement Date"|"Announcement Time"|"Time Zone"|"State"|"County"|"County FIPS"|"Evacuation Area"|"Effective Date"|"Effective Time"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-03"|"12:00:00"|"EDT"|"NC"|"Dare County, Carteret County, Hyde County, Brunswick County"|""|"Dare County (Hatteras Island, Roanoke Island, Ocracoke Island, Outer Banks),; Carteret County (Bogue Banks, Shackleford Banks, Rachel Carson Reserve),; Hyde County (Ocracoke Island),; Brunswick County (Oak Island, Holden Beach, Sunset Beach)"|"2019-09-04"|"08:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-02"|"15:00:00"|"EDT"|"NC"|"Hyde County"|"37095"|"All visitors to Ocracoke Island"|"2019-09-03"|"05:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-02"|"15:00:00"|"EDT"|"NC"|"Hyde County"|"37095"|"All residents to Ocracoke Island"|"2019-09-04"|"05:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-02"|"15:00:00"|"EDT"|"NC"|"Dare County"|"37055"|"All visitors"|"2019-09-03"|"12:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-02"|"15:00:00"|"EDT"|"NC"|"Dare County"|"37055"|"All residents"|"2019-09-04"|"06:00:00"
"2019"|"Hurricane Dorian"|"Voluntary evacuation order"|"2"|"2019-09-02"|"21:00:00"|"EDT"|"NC"|"Carteret County"|"37031"|""|"2019-09-03"|"08:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-03"|"16:00:00"|"EDT"|"NC"|"Carteret County"|"37031"|"From North River to South River and Down East Communities from East Carteret Corner. Also included is those who live in manufactured homes."|"2019-09-04"|"12:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-03"|"12:00:00"|"EDT"|"NC"|"New Hanover County"|"37129"|"For Carolina Beach, Curry Beach, Wrightsful Beach, Figure Eight Island"|"2019-09-04"|"08:00:00"
"2019"|"Hurricane Dorian"|"Voluntary evacuation order"|"2"|"2019-09-03"|"11:00:00"|"EDT"|"NC"|"Onslow County"|"37133"|"For the unincorporated areas in Onslow County"|"2019-09-03"|"08:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-02"|"12:30:00"|"EDT"|"NC"|"New Hanover County"|"37129"|"Campus evacuation for UNC Willmington"|"2019-09-03"|"17:00:00"
"2019"|"Hurricane Dorian"|"Voluntary evacuation order"|"2"|"2019-09-03"|"10:30:00"|"EDT"|"NC"|"Brunswick County"|"37019"|"For unincorporated areas."|"2019-09-04"|"08:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-04"|"07:00:00"|"EDT"|"NC"|"Currituck County"|"37053"|"For Outer Banks communities of Corolla and Carova"|"2019-09-04"|"08:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-03"|"12:00:00"|"EDT"|"NC"|"New Hanover County"|"37129"|"Residents and visitors of Carolina Beach, Kure Beach, Wrightsville Beach, and Figure Eight Island"|"2019-09-04"|"08:00:00"
"2019"|"Hurricane Dorian"|"Voluntary evacuation order"|"2"|"2019-09-03"|"12:00:00"|"EDT"|"NC"|"New Hanover County"|"37129"|"For residents in areas prone to flooding or storm surge, as well as residents in travel trailers, mobile homes, or homes still damaged from Hurricane Florence"|"2019-09-04"|"08:00:00"
"2019"|"Hurricane Dorian"|"Voluntary evacuation order"|"2"|"2019-09-02"|"16:15:00"|"EDT"|"NC"|"Carteret County"|"37031"|"Town of Beaufort"|"2019-09-03"|"15:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-03"|"10:00:00"|"EDT"|"NC"|"Carteret County"|"37031"|"Town of Beaufort"|"2019-09-03"|"15:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-05"|"12:30:00"|"EDT"|"NC"|"Pasquotank County"|"37139"|"For areas south of the Elizabeth City Regional Airport in Pasquotank County"|"2019-09-05"|"12:30:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-05"|"12:30:00"|"EDT"|"NC"|"Camden County"|"37029"|"For Shiloh area and south in Camden County"|"2019-09-05"|"12:30:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-05"|"12:30:00"|"EDT"|"NC"|"Pasquotank County"|"37139"|"Elizabeth City: For Oxford Heights community in Elizabeth City"|"2019-09-05"|"12:30:00"
"2019"|"Hurricane Dorian"|"Voluntary evacuation order"|"2"|"2019-09-03"|"16:30:00"|"EDT"|"NC"|"Craven County"|"37049"|"Low-lying areas"|"2019-09-04"|"14:00:00"
"2019"|"Hurricane Dorian"|"Voluntary evacuation order"|"2"|"2019-09-03"|"10:30:00"|"EDT"|"NC"|"Pamlico County"|"37137"|"Entire county"|"2019-09-04"|"08:00:00"
"2019"|"Hurricane Dorian"|"Voluntary evacuation order"|"2"|"2019-09-04"|"14:00:00"|"EDT"|"NC"|"Perquimans County"|"37143"|"For residents in low-lying areas and manufactured homes."|"2019-09-05"|"12:00:00"
"2019"|"Hurricane Dorian"|"State of emergency"|"0"|"2019-08-31"|""|""|"SC"|"All counties"|""|""|""|""
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-01"|"19:00:00"|"EDT"|"SC"|"Beaufort County"|"45013"|"Zone A"|"2019-09-02"|"12:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-01"|"19:00:00"|"EDT"|"SC"|"Berkeley County"|"45015"|"Zone B, G"|"2019-09-02"|"12:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-01"|"19:00:00"|"EDT"|"SC"|"Charleston County"|"45019"|"Zone A, B, C"|"2019-09-02"|"12:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-01"|"19:00:00"|"EDT"|"SC"|"Colleton County"|"45029"|"Zone A, B"|"2019-09-02"|"12:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-01"|"19:00:00"|"EDT"|"SC"|"Dorchester County"|"45035"|"Zone D"|"2019-09-02"|"12:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-01"|"19:00:00"|"EDT"|"SC"|"Georgetown County"|"45043"|"Zone A"|"2019-09-02"|"12:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-01"|"19:00:00"|"EDT"|"SC"|"Horry County"|"45051"|"Zone A"|"2019-09-02"|"12:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-01"|"19:00:00"|"EDT"|"SC"|"Jasper County"|"45053"|"Zone A"|"2019-09-02"|"12:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order lifted"|"3"|"2019-09-05"|"14:30:00"|"EDT"|"SC"|"Beaufort County"|"45013"|""|"2019-09-05"|"15:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order lifted"|"3"|"2019-09-05"|"14:30:00"|"EDT"|"SC"|"Jasper County"|"45053"|""|"2019-09-05"|"15:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order lifted"|"3"|"2019-09-05"|"14:30:00"|"EDT"|"SC"|"Colleton County"|"45029"|""|"2019-09-05"|"15:00:00"
"2019"|"Hurricane Dorian"|"Mandatory evacuation order lifted"|"3"|"2019-09-06"|"10:00:00"|"EDT"|"SC"|"All counties"|""|""|""|""
"2019"|"Hurricane Dorian"|"State of emergency"|"0"|"2019-08-29"|""|""|"GA"|"Brantley, Bryan, Camden, Charlton, Chatham, Effingham, Glynn, Liberty, Long, McIntosh, Pierce and Wayne counties"|""|""|""|""
"2019"|"Hurricane Dorian"|"Mandatory evacuation order"|"1"|"2019-09-01"|"21:00:00"|"EDT"|"GA"|"East of I-95 in Bryan, Camden, Chatham, Glynn, Liberty, and McIntosh Counties"|""|""|"2019-09-02"|"12:00:00"
"2019"|"Hurricane Dorian"|"State of emergency expanded"|"0"|"2019-09-04"|""|""|"GA"|"Appling, Bacon, Brantley, Bryan, Bulloch, Camden, Charlton, Chatham, Clinch, Echols, Effingham, Evans, Glynn, Liberty, Long, McIntosh, Pierce, Screven, Tattnall, Ware, and Wayne Counties"|""|""|""|""
"2019"|"Hurricane Dorian"|"Evacuation order lifted"|"3"|"2019-09-05"|"09:30:00"|"EDT"|"GA"|""|""|""|""|""
"2020"|"Hurricane Hanna"|"State of emergency"|"0"|"2020-07-24"|"14:00:00"|"CDT"|"TX"|"Aransas, Bee, Bexar, Brazoria, Brooks, Calhoun, Cameron, Dimmit, Duval, Fort Bend, Galveston, Goliad, Harris, Hidalgo, Jackson, Jim Hogg, Jim Wells, Kenedy, Kleberg, La Salle, Live Oak, Matagorda, McMullen, Nueces, Refugio, San Patricio, Starr, Victoria, Webb, Wharton, Willacy and Zapata"|""|""|""|""
"2020"|"Hurricane Hanna"|"Voluntary evacuation order"|"2"|"2020-07-24"|"12:00:00"|"CDT"|"TX"|"Kleberg County"|"48273"|"Ricardo, Riviera, Baffin Bay and Loyola Beach"|"2020-07-24"|"12:00:00"
"2020"|"Hurricane Hanna"|"Voluntary evacuation order"|"2"|"2020-07-24"|"13:20:00"|"CDT"|"TX"|"San Patricio County"|"48409"|"Low-lying areas prone to flooding and those in motor-homes, travel trailers, or other homes that might not withstand the projected winds"|"2020-07-24"|"13:20:00"
"2020"|"Hurricane Isaias"|"State of emergency"|"0"|"2020-07-31"|"12:30:00"|"EDT"|"FL"|"Brevard, Broward, Clay, Duval, Flagler, Indian River, Martin, Miami-Dade, Monroe, Nassau, Okeechobee, Orange, Osceola, Palm Beach, Putnam, Seminole, St. Johns, St. Lucie and Volusia"|""|""|"2020-07-31"|"12:30:00"
"2020"|"Hurricane Isaias"|"Voluntary evacuation order"|"2"|"2020-08-01"|"18:00:00"|"EDT"|"FL"|"Volusia County"|"12127"|"Barrier Island and people living in mobile homes near the coast"|"2020-08-02"|"08:00:00"
"2020"|"Hurricane Isaias"|"Voluntary evacuation order"|"2"|"2020-07-31"|"20:20:00"|"EDT"|"FL"|"Palm Beach County"|"12099"|"For Zone A, for mobile homes, substandard homes or homes in flood prone areas"|""|""
"2020"|"Hurricane Isaias"|"State of emergency"|"0"|"2020-07-31"|""|""|"NC"|"Beaufort, Bertie, Brunswick, Camden, Carteret, Chowan, Craven, Currituck, Dare, Duplin, Gates, Hertford, Hyde, Jones, Lenoir, Martin, New Hanover, Onslow, Pamlico, Pasquotank, Pender, Perquimans, Pitt, Tyrrell and Washington counties"|""|""|""|""
"2020"|"Hurricane Isaias"|"Mandatory evacuation order"|"1"|"2020-07-31"|"08:00:00"|"EDT"|"NC"|"Hyde County"|"37095"|"Access to Ocracoke restricted"|"2020-07-31"|"08:00:00"
"2020"|"Hurricane Isaias"|"Mandatory evacuation order"|"1"|"2020-07-31"|"09:00:00"|"EDT"|"NC"|"Hyde County"|"37095"|"Ocracoke Island - For Visitors"|"2020-07-31"|"12:00:00"
"2020"|"Hurricane Isaias"|"Mandatory evacuation order"|"1"|"2020-07-31"|"09:00:00"|"EDT"|"NC"|"Hyde County"|"37095"|"Ocracoke Island - For Residents and property owners"|"2020-08-01"|"06:00:00"
"2020"|"Hurricane Isaias"|"Mandatory evacuation order"|"1"|"2020-08-01"|"11:00:00"|"EDT"|"NC"|"Dare County"|"37055"|"Hatteras Island  visitors. The evacuation order is for Evacuation Zone A which covers all areas of Hatteras Island, including the villages of Rodanthe, Waves, Salvo, Avon, Buxton, Frisco and Hatteras Village."|"2020-08-01"|"12:00:00"
"2020"|"Hurricane Isaias"|"Mandatory evacuation order"|"1"|"2020-08-01"|"11:00:00"|"EDT"|"NC"|"Dare County"|"37055"|"Hatteras Island residents and property owners"|"2020-08-02"|"06:00:00"
"2020"|"Hurricane Isaias"|"Mandatory evacuation order"|"1"|"2020-08-01"|"11:25:00"|"EDT"|"NC"|"Brunswick County"|"37019"|"Ocean Isle Beach — visitors (renters, vacationers and guests) Are required to evacuate"|"2020-08-01"|"12:00:00"
"2020"|"Hurricane Isaias"|"Mandatory evacuation order"|"1"|"2020-08-01"|"11:25:00"|"EDT"|"NC"|"Brunswick County"|"37019"|"Holden Beach — visitors (renters, vacationers and guests) are required to evacuate"|"2020-08-01"|"19:00:00"
"2020"|"Hurricane Isaias"|"State of emergency"|"0"|"2020-07-31"|""|""|"VA"|"Entire state"|""|""|"2020-08-03"|"08:00:00"
"2020"|"Hurricane Laura"|"State of emergency"|"0"|"2020-08-21"|""|""|"LA"|"Entire parish"|""|""|""|""
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-23"|"19:30:00"|"CDT"|"LA"|"Acadia Parish"|"22001"|"All parish residents south of Highway 90 in flood-prone areas. Those that are in unstable structures, including mobile homes and other structures that cannot withstand tropical or hurricane-force winds, are also encouraged to evacuate immediately."|"2020-08-23"|"19:30:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-25"|"08:30:00"|"CDT"|"LA"|"Allen Parish"|"22003"|"Entire Parish"|"2020-08-25"|"08:30:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-24"|"17:30:00"|"CDT"|"LA"|"Beauregard Parish"|"22011"|"Low lying areas and for those in mobile homes, and travel trailers"|"2020-08-24"|"17:30:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-25"|"12:00:00"|"CDT"|"LA"|"Beauregard Parish"|"22011"|"Low-lying areas, mobile homes, and travel trailers"|"2020-08-25"|"12:00:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-24"|"15:20:00"|"CDT"|"LA"|"Calcasieu Parish"|"22019"|"Low-lying areas, those without hurricane-safe housing or those with medical needs"|"2020-08-24"|"15:20:00"
"2020"|"Hurricane Laura"|"Mandatory evacuation order"|"1"|"2020-08-25"|"11:00:00"|"CDT"|"LA"|"Calcasieu Parish"|"22019"|"Entire Parish"|"2020-08-25"|"11:00:00"
"2020"|"Hurricane Laura"|"Mandatory evacuation order lifted"|"3"|"2020-09-11"|"16:45:00"|"CDT"|"LA"|"Calcasieu Parish"|"22019"|""|"2020-09-11"|"16:45:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-23"|"17:45:00"|"CDT"|"LA"|"Cameron Parish"|"22023"|"Effective areas are lower Parish communities of Johnson Bayou, Holly Beach, Cameron, Creole, Grand Chenier and Big Lake and areas south of Kelso Bayou Bridge in Hackberry and flooding prone areas."|"2020-08-23"|"18:00:00"
"2020"|"Hurricane Laura"|"Mandatory evacuation order"|"1"|"2020-08-24"|"13:00:00"|"CDT"|"LA"|"Cameron Parish"|"22023"|"This includes the lower Parish communities south of the Intracoastal Waterway of Johnson Bayou, Holly Beach, Cameron, Creole, Grand Chenier and Big Lake and areas south of Kelso Bayou Bridge in Hackberry. And flooding prone area."|"2020-08-24"|"13:00:00"
"2020"|"Hurricane Laura"|"Mandatory evacuation order"|"1"|"2020-08-25"|"08:00:00"|"CDT"|"LA"|"Cameron Parish"|"22023"|"Entire Parish"|"2020-08-25"|"08:00:00"
"2020"|"Hurricane Laura"|"Mandatory evacuation order lifted"|"3"|"2020-09-11"|"16:45:00"|"CDT"|"LA"|"Cameron Parish"|"22023"|""|"2020-09-11"|"16:45:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-26"|"06:30:00"|"CDT"|"LA"|"Evangeline Parish"|"22039"|"For citizens of Evangeline parish, that live in low lying areas, that are prone to flooding, or for any home structure that can’t withstand hurricane force winds of 60 mph or more"|"2020-08-26"|"08:00:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-21"|"17:00:00"|"CDT"|"LA"|"Iberia Parish"|"22045"|"Living in areas vulnerable to potential storm surges; Having special needs; Living in low-lying areas along lakes, bayous, streams and drainage structures that have experienced flooding in the past; and/or Living in a structure that has experienced flooding following heavy rain events."|"2020-08-21"|"17:00:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-25"|"15:45:00"|"CDT"|"LA"|"Iberia Parish"|"22045"|"Who experienced flooding as a result of Hurricane Rita; Living in areas vulnerable to potential storm surges; Living in low-lying areas along lakes, bayous, streams and drainage structures that have experienced flooding in the past; Living in a structure that has experienced flooding following heavy rain events; Without hurricane-safe housing; Having special medical needs; and/or Having special transportation needs"|"2020-08-25"|"15:45:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-26"|"19:50:00"|"CDT"|"LA"|"Iberia Parish"|"22045"|"Entire Parish"|"2020-08-26"|"19:50:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-22"|"18:00:00"|"CDT"|"LA"|"Jefferson Parish"|"22051"|"Town of Jean Lafitte, Lower Lafitte, Crown Point and Barataria effective"|"2020-08-22"|"18:00:00"
"2020"|"Hurricane Laura"|"Mandatory evacuation order"|"1"|"2020-08-23"|"12:00:00"|"CDT"|"LA"|"Jefferson Parish"|"22051"|"Town of Jean Lafitte, Lower Lafitte, Crown Point and Barataria"|"2020-08-23"|"12:00:00"
"2020"|"Hurricane Laura"|"Mandatory evacuation order"|"1"|"2020-08-23"|"08:30:00"|"CDT"|"LA"|"Jefferson Parish"|"22051"|"For Grand Isle"|"2020-08-23"|"09:00:00"
"2020"|"Hurricane Laura"|"Mandatory evacuation order lifted"|"3"|"2020-08-28"|"12:00:00"|"CDT"|"LA"|"Jefferson Parish"|"22051"|""|"2020-08-28"|"12:00:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-25"|"11:00:00"|"CDT"|"LA"|"Jefferson Davis Parish"|"22053"|"Low lying areas subject to flooding and mobile homes"|"2020-08-25"|"11:00:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-23"|"20:00:00"|"CDT"|"LA"|"Lafayette Parish"|"22055"|"Residents that are south of I-10 should consider voluntarily evacuating, while residents south of Hwy 90 are strongly encouraged to evacuate."|"2020-08-23"|"20:00:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-22"|"12:45:00"|"CDT"|"LA"|"Lafourche Parish"|"22057"|"Port Fourchon"|"2020-08-22"|"12:45:00"
"2020"|"Hurricane Laura"|"Mandatory evacuation order"|"1"|"2020-08-22"|"18:30:00"|"CDT"|"LA"|"Lafourche Parish"|"22057"|"All residents and businesses South of the Leon Theriot Flood Gate and other low-lying areas"|"2020-08-23"|"12:00:00"
"2020"|"Hurricane Laura"|"Mandatory evacuation order"|"1"|"2020-08-23"|"12:45:00"|"CDT"|"LA"|"Lafourche Parish"|"22057"|"South of the Leon Theriot Lock in Golden Meadow including Port Fourchon and other low-lying areas"|"2020-08-23"|"12:00:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-22"|"19:45:00"|"CDT"|"LA"|"Orleans Parish"|"22071"|"For residents who live outside of levee protection, including in Venetian Isles, Lake Catherine, and Irish Bayou"|"2020-08-23"|"18:00:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-23"|"05:30:00"|"CDT"|"LA"|"Orleans Parish"|"22071"|"Areas outside levee system"|"2020-08-23"|"18:00:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order lifted"|"3"|"2020-08-27"|"10:45:00"|"CDT"|"LA"|"Orleans Parish"|"22071"|"Areas outside levee system"|"2020-08-27"|"10:45:00"
"2020"|"Hurricane Laura"|"Mandatory evacuation order"|"1"|"2020-08-22"|"19:20:00"|"CDT"|"LA"|"Plaquemines Parish"|"22075"|"Include entire Eastbank of Plaquemines Parish and the Westbank of Plaquemiens Parish from Phillips 66 Alliance Refinery to Venice"|"2020-08-23"|"12:00:00"
"2020"|"Hurricane Laura"|"Mandatory evacuation order lifted"|"3"|"2020-08-25"|"23:25:00"|"CDT"|"LA"|"Plaquemines Parish"|"22075"|""|"2020-08-25"|"23:25:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-25"|"19:45:00"|"CDT"|"LA"|"St. Landry Parish"|"22097"|"For flood-prone and low-lying areas of the parish"|"2020-08-25"|"19:45:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-23"|"12:00:00"|"CDT"|"LA"|"St. Martin Parish"|"22099"|"For residents of Stephensville/Belle River area of Lower St. Martin Parish"|"2020-08-23"|"12:00:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-24"|"11:00:00"|"CDT"|"LA"|"St. Mary Parish"|"22101"|"Areas south of the Intercoastal Waterway."|"2020-08-24"|"12:00:00"
"2020"|"Hurricane Laura"|"Mandatory evacuation order"|"1"|"2020-08-23"|"14:00:00"|"CDT"|"LA"|"Terrebonne Parish"|"22109"|"Zone 1 of Terrebonne which includes all areas south of the Morganza to the Gulf levee system"|"2020-08-23"|"18:00:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-23"|"14:00:00"|"CDT"|"LA"|"Terrebonne Parish"|"22109"|"For community of Point Awe Chene"|"2020-08-23"|"18:00:00"
"2020"|"Hurricane Laura"|"Mandatory evacuation order"|"1"|"2020-08-26"|"12:00:00"|"CDT"|"LA"|"Vermilion Parish"|"22113"|"The areas included Pecan Island, Intracoastal City, Esther, Forked Island, Mouton Cove and areas South of La. Hwy. 14 Erath, Delcambre, Gueydan and any low lying areas prone to flooding"|"2020-08-26"|"12:00:00"
"2020"|"Hurricane Laura"|"State of emergency"|"0"|"2020-08-23"|""|""|"TX"|"Jefferson County, Orange County, Hardin County, Chambers County, Liberty County, Galveston County, Brazoria County, Harris County, Fort Bend County, Montgomery County"|""|""|""|""
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-22"|"17:30:00"|"CDT"|"TX"|"Jefferson County"|"48245"|"City of Port Arthur: Residents of Sabine Pass and Pleasure Island"|""|""
"2020"|"Hurricane Laura"|"Mandatory evacuation order"|"1"|"2020-08-24"|"11:30:00"|"CDT"|"TX"|"Jefferson County"|"48245"|"Port Arthur"|"2020-08-25"|"06:00:00"
"2020"|"Hurricane Laura"|"Mandatory evacuation order"|"1"|"2020-08-24"|"13:30:00"|"CDT"|"TX"|"Jefferson County"|"48245"|"City of Beaumont"|"2020-08-25"|"06:00:00"
"2020"|"Hurricane Laura"|"Mandatory evacuation order"|"1"|"2020-08-24"|"20:15:00"|"CDT"|"TX"|"Jefferson County"|"48245"|"Entire county"|"2020-08-25"|"06:30:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-24"|"15:00:00"|"CDT"|"TX"|"Orange County"|"48361"|"Entire county"|"2020-08-24"|"15:00:00"
"2020"|"Hurricane Laura"|"Mandatory evacuation order"|"1"|"2020-08-24"|"15:00:00"|"CDT"|"TX"|"Orange County"|"48361"|"Nursing homes"|"2020-08-24"|"15:00:00"
"2020"|"Hurricane Laura"|"Mandatory evacuation order"|"1"|"2020-08-24"|"18:00:00"|"CDT"|"TX"|"Orange County"|"48361"|"Entire county"|"2020-08-25"|"06:00:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-25"|"09:30:00"|"CDT"|"TX"|"Hardin County"|"48199"|"Entire county"|"2020-08-25"|"12:00:00"
"2020"|"Hurricane Laura"|"Mandatory evacuation order"|"1"|"2020-08-25"|"12:00:00"|"CDT"|"TX"|"Hardin County"|"48199"|"Entire county"|"2020-08-25"|"14:00:00"
"2020"|"Hurricane Laura"|"Mandatory evacuation order"|"1"|"2020-08-25"|"11:30:00"|"CDT"|"TX"|"Newton County"|"48351"|"Entire county"|"2020-08-25"|"17:00:00"
"2020"|"Hurricane Laura"|"Mandatory evacuation order"|"1"|"2020-08-25"|"12:00:00"|"CDT"|"TX"|"Jasper County"|"48241"|"Entire county"|"2020-08-25"|"13:00:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-24"|"18:00:00"|"CDT"|"TX"|"Chambers County"|"48071"|"Residents whose homes are in low-lying or flood prone areas, or those whose homes have flooded during recent high-rain events."|"2020-08-24"|"18:00:00"
"2020"|"Hurricane Laura"|"Mandatory evacuation order"|"1"|"2020-08-25"|"13:00:00"|"CDT"|"TX"|"Chambers County"|"48071"|"At-risk areas - low lying and flood prone areas and those who live in trailer/manufactured homes."|"2020-08-25"|"13:00:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-25"|"08:30:00"|"CDT"|"TX"|"Brazoria County"|"48039"|"Low-lying coastal areas"|"2020-08-25"|"08:30:00"
"2020"|"Hurricane Laura"|"Mandatory evacuation order"|"1"|"2020-08-24"|"18:00:00"|"CDT"|"TX"|"Galveston County"|"48167"|"Texas A&M University at Galveston campus"|"2020-08-24"|"18:00:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-24"|"13:50:00"|"CDT"|"TX"|"Galveston County"|"48167"|"City of Galveston: low-lying areas and west of the end of the Seawall"|"2020-08-24"|"13:00:00"
"2020"|"Hurricane Laura"|"Mandatory evacuation order"|"1"|"2020-08-25"|"06:40:00"|"CDT"|"TX"|"Galveston County"|"48167"|"City of Galveston:  all Galveston residents"|"2020-08-25"|"06:40:00"
"2020"|"Hurricane Laura"|"Mandatory evacuation order"|"1"|"2020-08-25"|"13:25:00"|"CDT"|"TX"|"Galveston County"|"48167"|"City of La Marque - outside the levee system"|"2020-08-25"|"13:25:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-25"|"13:25:00"|"CDT"|"TX"|"Galveston County"|"48167"|"City of La Marque - inside the levee system"|"2020-08-25"|"13:25:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-25"|"07:30:00"|"CDT"|"TX"|"Galveston County"|"48167"|"Residents on the Bolivar Peninsula, including the unincorporated areas of Port Bolivar, Crystal Beach, High Island & Gilchrist."|"2020-08-25"|"07:30:00"
"2020"|"Hurricane Laura"|"Mandatory evacuation order"|"1"|"2020-08-25"|"08:30:00"|"CDT"|"TX"|"Galveston County"|"48167"|"Bolivar Peninsula"|"2020-08-25"|"08:30:00"
"2020"|"Hurricane Laura"|"Evacuation order lifted"|"3"|"2020-08-27"|"23:40:00"|"CDT"|"TX"|"Galveston County"|"48167"|"Bolivar Peninsula"|""|""
"2020"|"Hurricane Laura"|"Evacuation order lifted"|"3"|"2020-08-27"|"09:00:00"|"CDT"|"TX"|"Galveston County"|"48167"|"City of Galveston"|""|""
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-25"|"14:00:00"|"CDT"|"TX"|"Galveston County"|"48167"|"City of Dickinson"|"2020-08-25"|"14:00:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-25"|"14:00:00"|"CDT"|"TX"|"Galveston County"|"48167"|"All of League City. Residents in low lying areas including those along Clear Lake, Clear Creek and Dickinson Bayou, along with residents with medical needs and who use devices that require electricity, are strongly encouraged to consider evacuating."|"2020-08-25"|"14:00:00"
"2020"|"Hurricane Laura"|"Voluntary evacuation order"|"2"|"2020-08-25"|"08:50:00"|"CDT"|"TX"|"Galveston County"|"48167"|"Residents and businesses in Kemah, specifically residents and businesses low-lying areas east of SH 146."|""|""
